Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,35.579132080078125,35.579132080078125,35.579132080078125,35.579132080078125,0,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,33.757568359375,33.757568359375,33.757568359375,33.757568359375,0,0.0,0.0,0.0
2000-01-05 00:00:00-05:00,32.46862030029297,32.46862030029297,32.46862030029297,32.46862030029297,0,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,31.30750846862793,31.30750846862793,31.30750846862793,31.30750846862793,0,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,32.73495101928711,32.73495101928711,32.73495101928711,32.73495101928711,0,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,33.97062301635742,33.97062301635742,33.97062301635742,33.97062301635742,0,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,33.230281829833984,33.230281829833984,33.230281829833984,33.230281829833984,0,0.0,0.0,0.0
2000-01-12 00:00:00-05:00,32.73495101928711,32.73495101928711,32.73495101928711,32.73495101928711,0,0.0,0.0,0.0
2000-01-13 00:00:00-05:00,33.2782096862793,33.2782096862793,33.2782096862793,33.2782096862793,0,0.0,0.0,0.0
2000-01-14 00:00:00-05:00,33.7149658203125,33.7149658203125,33.7149658203125,33.7149658203125,0,0.0,0.0,0.0
2000-01-18 00:00:00-05:00,34.14105987548828,34.14105987548828,34.14105987548828,34.14105987548828,0,0.0,0.0,0.0
2000-01-19 00:00:00-05:00,34.199649810791016,34.199649810791016,34.199649810791016,34.199649810791016,0,0.0,0.0,0.0
2000-01-20 00:00:00-05:00,34.57247543334961,34.57247543334961,34.57247543334961,34.57247543334961,0,0.0,0.0,0.0
2000-01-21 00:00:00-05:00,34.636390686035156,34.636390686035156,34.636390686035156,34.636390686035156,0,0.0,0.0,0.0
2000-01-24 00:00:00-05:00,33.46995162963867,33.46995162963867,33.46995162963867,33.46995162963867,0,0.0,0.0,0.0
2000-01-25 00:00:00-05:00,33.81615447998047,33.81615447998047,33.81615447998047,33.81615447998047,0,0.0,0.0,0.0
2000-01-26 00:00:00-05:00,33.20897674560547,33.20897674560547,33.20897674560547,33.20897674560547,0,0.0,0.0,0.0
2000-01-27 00:00:00-05:00,32.80950164794922,32.80950164794922,32.80950164794922,32.80950164794922,0,0.0,0.0,0.0
2000-01-28 00:00:00-05:00,31.691001892089844,31.691001892089844,31.691001892089844,31.691001892089844,0,0.0,0.0,0.0
2000-01-31 00:00:00-05:00,32.28753662109375,32.28753662109375,32.28753662109375,32.28753662109375,0,0.0,0.0,0.0
2000-02-01 00:00:00-05:00,33.46462631225586,33.46462631225586,33.46462631225586,33.46462631225586,0,0.0,0.0,0.0
2000-02-02 00:00:00-05:00,33.49126052856445,33.49126052856445,33.49126052856445,33.49126052856445,0,0.0,0.0,0.0
2000-02-03 00:00:00-05:00,34.21562957763672,34.21562957763672,34.21562957763672,34.21562957763672,0,0.0,0.0,0.0
2000-02-04 00:00:00-05:00,34.7269401550293,34.7269401550293,34.7269401550293,34.7269401550293,0,0.0,0.0,0.0
2000-02-07 00:00:00-05:00,35.19032287597656,35.19032287597656,35.19032287597656,35.19032287597656,0,0.0,0.0,0.0
2000-02-08 00:00:00-05:00,35.54718017578125,35.54718017578125,35.54718017578125,35.54718017578125,0,0.0,0.0,0.0
2000-02-09 00:00:00-05:00,35.26488494873047,35.26488494873047,35.26488494873047,35.26488494873047,0,0.0,0.0,0.0
2000-02-10 00:00:00-05:00,35.97861099243164,35.97861099243164,35.97861099243164,35.97861099243164,0,0.0,0.0,0.0
2000-02-11 00:00:00-05:00,35.13706588745117,35.13706588745117,35.13706588745117,35.13706588745117,0,0.0,0.0,0.0
2000-02-14 00:00:00-05:00,35.366092681884766,35.366092681884766,35.366092681884766,35.366092681884766,0,0.0,0.0,0.0
2000-02-15 00:00:00-05:00,35.18500518798828,35.18500518798828,35.18500518798828,35.18500518798828,0,0.0,0.0,0.0
2000-02-16 00:00:00-05:00,35.1796760559082,35.1796760559082,35.1796760559082,35.1796760559082,0,0.0,0.0,0.0
2000-02-17 00:00:00-05:00,35.74957275390625,35.74957275390625,35.74957275390625,35.74957275390625,0,0.0,0.0,0.0
2000-02-18 00:00:00-05:00,34.34345626831055,34.34345626831055,34.34345626831055,34.34345626831055,0,0.0,0.0,0.0
2000-02-22 00:00:00-05:00,34.32747268676758,34.32747268676758,34.32747268676758,34.32747268676758,0,0.0,0.0,0.0
2000-02-23 00:00:00-05:00,35.38740158081055,35.38740158081055,35.38740158081055,35.38740158081055,0,0.0,0.0,0.0
2000-02-24 00:00:00-05:00,35.43532943725586,35.43532943725586,35.43532943725586,35.43532943725586,0,0.0,0.0,0.0
2000-02-25 00:00:00-05:00,35.92534637451172,35.92534637451172,35.92534637451172,35.92534637451172,0,0.0,0.0,0.0
2000-02-28 00:00:00-05:00,35.60044479370117,35.60044479370117,35.60044479370117,35.60044479370117,0,0.0,0.0,0.0
