Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,6.572419166564941,6.572419166564941,6.572419166564941,6.572419166564941,0,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,6.462680816650391,6.462680816650391,6.462680816650391,6.462680816650391,0,0.0,0.0,0.0
2000-01-05 00:00:00-05:00,6.497951984405518,6.497951984405518,6.497951984405518,6.497951984405518,0,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,6.568497180938721,6.568497180938721,6.568497180938721,6.568497180938721,0,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,6.650801181793213,6.650801181793213,6.650801181793213,6.650801181793213,0,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,6.603768348693848,6.603768348693848,6.603768348693848,6.603768348693848,0,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,6.560662746429443,6.560662746429443,6.560662746429443,6.560662746429443,0,0.0,0.0,0.0
2000-01-12 00:00:00-05:00,6.53322696685791,6.53322696685791,6.53322696685791,6.53322696685791,0,0.0,0.0,0.0
2000-01-13 00:00:00-05:00,6.61160945892334,6.61160945892334,6.61160945892334,6.61160945892334,0,0.0,0.0,0.0
2000-01-14 00:00:00-05:00,6.6312031745910645,6.6312031745910645,6.6312031745910645,6.6312031745910645,0,0.0,0.0,0.0
2000-01-18 00:00:00-05:00,6.584175109863281,6.584175109863281,6.584175109863281,6.584175109863281,0,0.0,0.0,0.0
2000-01-19 00:00:00-05:00,6.544987201690674,6.544987201690674,6.544987201690674,6.544987201690674,0,0.0,0.0,0.0
2000-01-20 00:00:00-05:00,6.505793571472168,6.505793571472168,6.505793571472168,6.505793571472168,0,0.0,0.0,0.0
2000-01-21 00:00:00-05:00,6.513628959655762,6.513628959655762,6.513628959655762,6.513628959655762,0,0.0,0.0,0.0
2000-01-24 00:00:00-05:00,6.419569015502929,6.419569015502929,6.419569015502929,6.41956901550293,0,0.0,0.0,0.0
2000-01-25 00:00:00-05:00,6.368622303009033,6.368622303009033,6.368622303009033,6.368622303009033,0,0.0,0.0,0.0
2000-01-26 00:00:00-05:00,6.4391679763793945,6.4391679763793945,6.4391679763793945,6.4391679763793945,0,0.0,0.0,0.0
2000-01-27 00:00:00-05:00,6.411731719970703,6.411731719970703,6.411731719970703,6.411731719970703,0,0.0,0.0,0.0
