Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_50,SMA_200,RSI
2000-01-03 00:00:00-05:00,36.04180327305526,36.425635043801314,34.391326658847184,35.79231262207031,53228400,0.0,0.0,35.79231262207031,35.79231262207031,33.44111993598311
2000-01-04 00:00:00-05:00,34.871102780798296,35.96502290105449,34.46807957859865,34.583229064941406,54119000,0.0,0.0,35.18777084350586,35.18777084350586,33.44111993598311
2000-01-05 00:00:00-05:00,34.12263782884576,35.734730954618,33.58527345358835,34.9478759765625,64059600,0.0,0.0,35.10780588785807,35.10780588785807,33.44111993598311
2000-01-06 00:00:00-05:00,34.4488888870586,34.96706158898093,33.278202412345195,33.777183532714844,54976600,0.0,0.0,34.775150299072266,34.775150299072266,33.44111993598311
2000-01-07 00:00:00-05:00,33.35496117917594,34.468072656962015,32.95193805790856,34.21858215332031,62013600,0.0,0.0,34.66383666992188,34.66383666992188,33.44111993598311
2000-01-10 00:00:00-05:00,34.83272635326088,34.909492692331426,34.19940405592886,34.46808624267578,44963600,0.0,0.0,34.631211598714195,34.631211598714195,33.44111993598311
2000-01-11 00:00:00-05:00,34.23778763253348,35.082217372349334,33.37416630772182,33.58527374267578,46743600,0.0,0.0,34.48179190499442,34.48179190499442,33.44111993598311
2000-01-12 00:00:00-05:00,33.31658629109292,33.43173578288241,32.069133463373426,32.49134826660156,66532400,0.0,0.0,34.23298645019531,34.23298645019531,33.44111993598311
2000-01-13 00:00:00-05:00,32.04995791670205,33.35498614325039,31.167144704625226,33.10549545288086,83144000,0.0,0.0,34.10770967271593,34.10770967271593,33.44111993598311
2000-01-14 00:00:00-05:00,32.9135678764972,34.98625903140197,32.472161426841545,34.46808624267578,73416400,0.0,0.0,34.143747329711914,34.143747329711914,33.44111993598311
2000-01-18 00:00:00-05:00,34.33375631606353,35.773125641778876,34.314564725053984,35.408485412597656,81483600,0.0,0.0,34.258723519065164,34.258723519065164,33.44111993598311
2000-01-19 00:00:00-05:00,33.930723992463584,34.23778936796099,32.54892980272525,32.855995178222656,97568200,0.0,0.0,34.14182949066162,34.14182949066162,33.44111993598311
2000-01-20 00:00:00-05:00,32.8751919494485,33.681238687263345,32.51055175853225,32.54893493652344,56349800,0.0,0.0,34.0192991403433,34.0192991403433,33.44111993598311
2000-01-21 00:00:00-05:00,32.85600255024002,32.93276891133871,31.70450713375965,31.85803985595703,68416200,0.0,0.0,33.86492347717285,33.86492347717285,33.44111993598311
2000-01-24 00:00:00-05:00,31.872429284637356,32.45297481277843,30.95603097162129,31.09037208557129,63597600,0.0,0.0,33.67995338439941,33.67995338439941,31.411307927282166
2000-01-25 00:00:00-05:00,31.013600154053474,31.89641302972579,30.57219371621732,31.57015609741211,59823200,0.0,0.0,33.54809105396271,33.54809105396271,37.35916556879826
2000-01-26 00:00:00-05:00,31.45502714361035,31.78128428909014,30.437872513585123,30.514638900756836,49365000,0.0,0.0,33.369652692009424,33.369652692009424,32.42018567812997
2000-01-27 00:00:00-05:00,30.672954600370385,31.071180039417897,29.862110031707378,30.322708129882812,63654800,0.0,0.0,33.200377994113495,33.200377994113495,35.14858629734577
2000-01-28 00:00:00-05:00,30.130802450592583,30.78331664379013,29.862120135746537,30.169185638427734,58225400,0.0,0.0,33.04084155434057,33.04084155434057,32.14905515820459
2000-01-31 00:00:00-05:00,29.977253593552007,30.149977846011655,29.132823914860403,30.054019927978516,73194200,0.0,0.0,32.89150047302246,32.89150047302246,30.30825169855477
2000-02-01 00:00:00-05:00,30.245927960060552,31.70448793782997,29.996437437547364,31.608530044555664,70196600,0.0,0.0,32.83040664309547,32.83040664309547,41.680095884373586
2000-02-02 00:00:00-05:00,31.455016969230257,31.91561514327634,30.860077661087406,30.956035614013672,49915600,0.0,0.0,32.74520795995539,32.74520795995539,43.28864689711247
2000-02-03 00:00:00-05:00,31.339866619777332,31.992380682895785,30.74492732693404,31.819656372070312,49186000,0.0,0.0,32.70496658656908,32.70496658656908,44.49915416794638
2000-02-04 00:00:00-05:00,32.04996244369015,33.163074911794354,31.977993965148926,32.7216682434082,55365400,0.0,0.0,32.70566248893738,32.70566248893738,42.22228942251205
2000-02-07 00:00:00-05:00,32.79842330422798,32.817614891884055,32.01156821032901,32.740848541259766,40005800,0.0,0.0,32.707069931030276,32.707069931030276,37.05765843196871
2000-02-08 00:00:00-05:00,32.6832743086823,33.7771948228308,32.6832743086823,33.75800323486328,56229000,0.0,0.0,32.747490442716156,32.747490442716156,55.142275061349075
2000-02-09 00:00:00-05:00,33.60447721641797,33.60447721641797,31.89642554750809,31.9348087310791,55090000,0.0,0.0,32.717391120062935,32.717391120062935,47.014935751108766
2000-02-10 00:00:00-05:00,31.90121880792222,32.72165923748376,31.474205952770305,32.54893493652344,54527800,0.0,0.0,32.71137482779367,32.71137482779367,53.38346300092771
2000-02-11 00:00:00-05:00,32.20347476885273,32.20347476885273,30.4378492153757,30.687339782714844,115559000,0.0,0.0,32.6415805158944,32.6415805158944,48.21727202334078
2000-02-14 00:00:00-05:00,31.085558484758305,31.243889003356394,30.41865114884514,30.59137535095215,81028600,0.0,0.0,32.57324034372966,32.57324034372966,45.51839851017053
2000-02-15 00:00:00-05:00,30.629763407879565,30.706529732210093,30.130782299731152,30.26512336730957,71027600,0.0,0.0,32.498784957393525,32.498784957393525,48.77577124221907
2000-02-16 00:00:00-05:00,30.47623800162927,30.764111786279422,29.823724089755594,29.977256774902344,65202600,0.0,0.0,32.419987201690674,32.419987201690674,48.32087684205139
2000-02-17 00:00:00-05:00,30.24592694673813,30.610566928964037,29.82851012497953,30.59137535095215,80343400,0.0,0.0,32.364574721365265,32.364574721365265,51.964174571761866
2000-02-18 00:00:00-05:00,30.70653831386629,30.725729900312455,29.13282822528064,29.19040298461914,79063000,0.0,0.0,32.271216729108026,32.271216729108026,46.411483026063635
2000-02-22 00:00:00-05:00,29.20960108777986,29.823731991070893,28.4995122308496,28.806577682495117,66296200,0.0,0.0,32.17222704206194,32.17222704206194,37.10249000265846
2000-02-23 00:00:00-05:00,28.710613210258177,29.401510319595943,28.26920672373683,28.9409122467041,75847200,0.0,0.0,32.082468297746445,32.082468297746445,40.25966243367336
2000-02-24 00:00:00-05:00,28.940921073853183,29.439902471678238,28.250023753787723,29.094453811645508,69733200,0.0,0.0,32.00171114947345,32.00171114947345,35.85653158552962
2000-02-25 00:00:00-05:00,29.07525763619362,29.080055533493322,27.789421159873505,28.038911819458008,65301400,0.0,0.0,31.897426956578304,31.897426956578304,26.07828384250628
2000-02-28 00:00:00-05:00,27.712659165314037,28.288406931906433,27.06014502984265,28.11568260192871,76131800,0.0,0.0,31.80045915261293,31.80045915261293,26.51069375489054
2000-02-29 00:00:00-05:00,28.17324808294123,28.17324808294123,27.290435132113373,27.443967819213867,58437400,0.0,0.0,31.691546869277953,31.691546869277953,16.76760079676491
2000-03-01 00:00:00-05:00,27.520732057890395,28.892930343900968,27.309624629273383,27.885372161865234,106889800,0.0,0.0,31.598713339828862,31.598713339828862,25.05899062188321
2000-03-02 00:00:00-05:00,28.192436361249033,29.286356628499675,27.981328941253295,28.672225952148438,106932600,0.0,0.0,31.529035068693616,31.529035068693616,26.6202932585862
2000-03-03 00:00:00-05:00,29.094436377635702,30.36108070542195,28.825754247499223,29.516651153564453,101435200,0.0,0.0,31.48223544276038,31.48223544276038,41.952466189443996
2000-03-06 00:00:00-05:00,29.478275188577584,29.900490067580648,27.674266160109948,27.82779884338379,93609400,0.0,0.0,31.39918006550182,31.39918006550182,34.41558357745775
2000-03-07 00:00:00-05:00,29.516666165912774,29.93888115658253,28.230829603418524,28.51870346069336,135061000,0.0,0.0,31.335169474283855,31.335169474283855,40.54059191668033
2000-03-08 00:00:00-05:00,28.80657622173302,29.535856632409807,27.94295468277367,29.34394073486328,94290000,0.0,0.0,31.2918818929921,31.2918818929921,46.75837536849512
2000-03-09 00:00:00-05:00,29.267177402973175,30.706546783447266,29.1712194442749,30.706546783447266,88198800,0.0,0.0,31.279427954491148,31.279427954491148,50.54754966921047
2000-03-10 00:00:00-05:00,30.57219860931434,31.474203213606728,30.55300702198897,31.01360511779785,85589000,0.0,0.0,31.273889978726704,31.273889978726704,59.67413994364427
2000-03-13 00:00:00-05:00,29.977250108913502,30.783296526694787,29.938866946162012,30.09239959716797,61831800,0.0,0.0,31.249777930123464,31.249777930123464,56.454636935588724
2000-03-14 00:00:00-05:00,30.284339393485393,30.476255359223575,29.209609985351562,29.209609985351562,73489200,0.0,0.0,31.208974571228026,31.208974571228026,51.25455267927926
2000-03-15 00:00:00-05:00,29.036874846112212,29.67019729814242,28.76819259373576,29.286365509033203,53208000,0.0,0.0,31.078855628967286,31.171276354322245,50.902509071554014
2000-03-16 00:00:00-05:00,29.459089814132348,29.68938888759788,28.633851467547533,29.286365509033203,77300800,0.0,0.0,30.97291835784912,31.13502806883592,56.513045010989096
2000-03-17 00:00:00-05:00,29.247993512423534,30.553022094342694,29.01769435090839,30.514638900756836,81161600,0.0,0.0,30.88425361633301,31.123322612834425,61.180733790325505
2000-03-20 00:00:00-05:00,30.322706616735886,30.629772000196503,29.631809503949498,29.90049171447754,47773000,0.0,0.0,30.80671977996826,31.10067759619819,61.51080486956472
2000-03-21 00:00:00-05:00,29.708561500493627,31.66610237455716,29.63179519170682,31.550952911376953,81648800,0.0,0.0,30.753367195129396,31.108864420110528,65.42808682154214
2000-03-22 00:00:00-05:00,31.570147700228933,32.43376876193732,31.051975063203898,31.70448875427246,93975800,0.0,0.0,30.69809524536133,31.11950056893485,63.48121483478975
2000-03-23 00:00:00-05:00,32.79843203581911,34.66001653404876,32.74085725752335,34.35295104980469,148224000,0.0,0.0,30.713448791503907,31.17622777035362,68.52947409497946
2000-03-24 00:00:00-05:00,34.58324586497917,35.312526299423794,33.64285793635321,34.295372009277344,112196800,0.0,0.0,30.74952926635742,31.23000611930058,78.31931066288081
2000-03-27 00:00:00-05:00,33.09108451465229,33.23981927178643,31.91560014375337,31.953983306884766,111434000,0.0,0.0,30.7264990234375,31.24227691909014,63.142353778694144
2000-03-28 00:00:00-05:00,31.819646662762953,32.990333301139636,31.435814978049287,32.03075408935547,81114400,0.0,0.0,30.677752380371093,31.25541820526123,60.90336033635872
2000-03-29 00:00:00-05:00,32.299432157288486,33.45092706485671,32.28024057549568,32.9135627746582,64363800,0.0,0.0,30.627853927612303,31.282600903120198,59.31919594318369
2000-03-30 00:00:00-05:00,32.60650114569151,33.3549729200776,31.474197692133064,31.74287986755371,64178400,0.0,0.0,30.605591621398926,31.290024757385254,52.870061969618405
2000-03-31 00:00:00-05:00,32.54892793543198,33.239824990665205,31.973180389404295,32.625694274902344,64281400,0.0,0.0,30.607126808166505,31.311225860837904,60.000003011649966
2000-04-03 00:00:00-04:00,28.998484221908377,29.63180651133457,27.63588172041566,27.904563903808594,260118200,0.0,0.0,30.528057289123534,31.257996767759323,46.04646749889117
2000-04-04 00:00:00-04:00,28.115677143708027,28.25001826316602,26.08136876334417,27.194480895996094,181244400,0.0,0.0,30.450139465332033,31.195481138962965,43.896989756625246
2000-04-05 00:00:00-04:00,27.09852331247067,27.175289667463506,26.369242940038742,26.522775650024414,82887600,0.0,0.0,30.349191856384277,31.124682570948746,42.241397498063456
2000-04-06 00:00:00-04:00,26.983370891837186,27.021754065225288,26.182122147360513,26.407623291015625,66421400,0.0,0.0,30.267051544189453,31.054278701098998,37.70113198804966
2000-04-07 00:00:00-04:00,26.71468679327714,27.44396703619706,26.100556062397203,27.34800910949707,82613600,0.0,0.0,30.207557563781737,30.999774736516617,42.50282411052003
2000-04-10 00:00:00-04:00,27.21366419961856,27.21366419961856,26.407617728261734,26.426809310913086,60685400,0.0,0.0,30.132710037231444,30.933499875275984,34.27568989314834
2000-04-11 00:00:00-04:00,26.138937655930725,26.426811418661238,25.63995646719783,25.75510597229004,71961800,0.0,0.0,30.046731758117676,30.859522819519043,32.306001865159416
2000-04-12 00:00:00-04:00,25.21774762371394,25.256130801223396,24.18140183095857,24.37331771850586,153003800,0.0,0.0,29.90202751159668,30.768167818096323,17.90122351002276
2000-04-13 00:00:00-04:00,24.83391358950161,25.256128503697152,24.258165979234956,24.334932327270508,94316200,0.0,0.0,29.769605445861817,30.678817325168186,17.923353474375915
2000-04-14 00:00:00-04:00,24.296541699671625,24.411691186399928,22.492533074261566,22.761215209960938,151217800,0.0,0.0,29.58843662261963,30.57035702222014,18.855657570925615
2000-04-17 00:00:00-04:00,22.799602778778834,23.336967154036245,22.415771082166394,23.298583984375,119772200,0.0,0.0,29.399974937438966,30.47208981900602,21.311476231655206
2000-04-18 00:00:00-04:00,23.490503777266476,25.160171937905513,23.298587896733252,24.737957000732422,91794600,0.0,0.0,29.23991710662842,30.39563471476237,24.087632543012248
2000-04-19 00:00:00-04:00,25.00664827348317,25.02583986847433,23.98949373895162,24.16221809387207,53715400,0.0,0.0,29.048001403808595,30.31361607501381,25.031656074435688
2000-04-20 00:00:00-04:00,24.143013785778294,24.52684548348542,23.79756525784188,24.238971710205078,52387400,0.0,0.0,28.894084663391112,30.234724589756556,20.82774598380918
2000-04-24 00:00:00-04:00,20.650142984587077,20.880441976980244,19.959246007407586,20.458227157592773,313645800,0.0,0.0,28.6522705078125,30.10938487908779,22.285686457995695
2000-04-25 00:00:00-04:00,21.110744132651938,21.341043159553596,20.765295592299452,21.30265998840332,159517400,0.0,0.0,28.46457691192627,29.99790734882596,28.28852472843181
2000-04-26 00:00:00-04:00,21.494570339427273,21.84001879131093,20.688523951698752,20.88043975830078,107091200,0.0,0.0,28.270358200073243,29.8839390039444,28.818413016919877
2000-04-27 00:00:00-04:00,20.707716365530754,21.475379622825685,20.68852478409838,21.436996459960938,77669800,0.0,0.0,28.09379566192627,29.77965576266065,31.938612740415138
2000-04-28 00:00:00-04:00,21.72487775741085,21.801644109910537,20.957214232414,21.41781234741211,78082600,0.0,0.0,27.922606773376465,29.67768206247469,26.905834592725668
2000-05-01 00:00:00-04:00,22.3773875102591,22.722836031000668,22.012747405031895,22.550111770629883,107811000,0.0,0.0,27.76178150177002,29.591807721609094,35.147055771489974
2000-05-02 00:00:00-04:00,22.358200486102984,22.569307958503956,21.3410463008983,21.456195831298828,97716200,0.0,0.0,27.607097358703612,29.494955199105398,34.045585880798626
2000-05-03 00:00:00-04:00,21.609720711585588,21.744061781728657,21.12993117536033,21.667295455932617,55354800,0.0,0.0,27.464311714172364,29.40286508447984,39.00151030725396
2000-05-04 00:00:00-04:00,21.590538329536553,21.87841217393037,21.28347289551648,21.628921508789062,43317200,0.0,0.0,27.31807189941406,29.312470391739247,39.001546589556845
2000-05-05 00:00:00-04:00,21.571329555947248,22.05111891439803,21.45618010991906,21.840011596679688,36402200,0.0,0.0,27.172983055114745,29.22658006076155,45.78941935735849
2000-05-08 00:00:00-04:00,21.782444925743654,21.91678599577027,21.39861329709619,21.436996459960938,36187600,0.0,0.0,27.040944747924804,29.138062065297905,41.38536647021461
