Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,3.7251806259155273,3.7251806259155273,3.7251806259155273,3.7251806259155273,0,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,3.7598676681518555,3.7598676681518555,3.7598676681518555,3.7598676681518555,0,0.072,0.0,0.0
2000-01-05 00:00:00-05:00,3.7196116447448735,3.7196116447448735,3.7196116447448735,3.719611644744873,0,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,3.7289025783538823,3.7289025783538823,3.7289025783538823,3.728902578353882,0,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,3.738194227218628,3.738194227218628,3.738194227218628,3.738194227218628,0,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,3.735095977783203,3.735095977783203,3.735095977783203,3.735095977783203,0,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,3.7165122032165527,3.7165122032165527,3.7165122032165527,3.7165122032165527,0,0.0,0.0,0.0
2000-01-12 00:00:00-05:00,3.710316896438598,3.710316896438598,3.710316896438598,3.7103168964385986,0,0.0,0.0,0.0
2000-01-13 00:00:00-05:00,3.7258055210113525,3.7258055210113525,3.7258055210113525,3.7258055210113525,0,0.0,0.0,0.0
2000-01-14 00:00:00-05:00,3.7134151458740234,3.7134151458740234,3.7134151458740234,3.7134151458740234,0,0.0,0.0,0.0
2000-01-18 00:00:00-05:00,3.7072215080261235,3.7072215080261235,3.7072215080261235,3.707221508026123,0,0.0,0.0,0.0
2000-01-19 00:00:00-05:00,3.7134151458740234,3.7134151458740234,3.7134151458740234,3.7134151458740234,0,0.0,0.0,0.0
2000-01-20 00:00:00-05:00,3.710316896438598,3.710316896438598,3.710316896438598,3.7103168964385986,0,0.0,0.0,0.0
2000-01-21 00:00:00-05:00,3.7134151458740234,3.7134151458740234,3.7134151458740234,3.7134151458740234,0,0.0,0.0,0.0
2000-01-24 00:00:00-05:00,3.7289025783538823,3.7289025783538823,3.7289025783538823,3.728902578353882,0,0.0,0.0,0.0
2000-01-25 00:00:00-05:00,3.7319986820220947,3.7319986820220947,3.7319986820220947,3.7319986820220947,0,0.0,0.0,0.0
2000-01-26 00:00:00-05:00,3.7412850856781006,3.7412850856781006,3.7412850856781006,3.7412850856781006,0,0.0,0.0,0.0
2000-01-27 00:00:00-05:00,3.747480630874634,3.747480630874634,3.747480630874634,3.747480630874634,0,0.0,0.0,0.0
2000-01-28 00:00:00-05:00,3.75677752494812,3.75677752494812,3.75677752494812,3.75677752494812,0,0.0,0.0,0.0
2000-01-31 00:00:00-05:00,3.744387626647949,3.744387626647949,3.744387626647949,3.744387626647949,0,0.0,0.0,0.0
2000-02-01 00:00:00-05:00,3.7536766529083256,3.7536766529083256,3.7536766529083256,3.753676652908325,0,0.0,0.0,0.0
2000-02-02 00:00:00-05:00,3.763646364212036,3.763646364212036,3.763646364212036,3.763646364212036,0,0.072,0.0,0.0
2000-02-03 00:00:00-05:00,3.788573980331421,3.788573980331421,3.788573980331421,3.788573980331421,0,0.0,0.0,0.0
