Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,18.12994956970215,18.12994956970215,18.12994956970215,18.12994956970215,0,0.0,0.0,0.0
2000-01-04 00:00:00-05:00,17.428028106689453,17.428028106689453,17.428028106689453,17.428028106689453,0,0.0,0.0,0.0
2000-01-05 00:00:00-05:00,16.708112716674805,16.708112716674805,16.708112716674805,16.708112716674805,0,0.0,0.0,0.0
2000-01-06 00:00:00-05:00,16.09018325805664,16.09018325805664,16.09018325805664,16.09018325805664,0,0.0,0.0,0.0
2000-01-07 00:00:00-05:00,16.576126098632812,16.576126098632812,16.576126098632812,16.576126098632812,0,0.0,0.0,0.0
2000-01-10 00:00:00-05:00,17.164060592651367,17.164060592651367,17.164060592651367,17.164060592651367,0,0.0,0.0,0.0
2000-01-11 00:00:00-05:00,16.954082489013672,16.954082489013672,16.954082489013672,16.954082489013672,0,0.0,0.0,0.0
2000-01-12 00:00:00-05:00,16.684114456176758,16.684114456176758,16.684114456176758,16.684114456176758,0,0.0,0.0,0.0
2000-01-13 00:00:00-05:00,16.936086654663086,16.936086654663086,16.936086654663086,16.936086654663086,0,0.0,0.0,0.0
2000-01-14 00:00:00-05:00,17.128063201904297,17.128063201904297,17.128063201904297,17.128063201904297,0,0.0,0.0,0.0
2000-01-18 00:00:00-05:00,17.296043395996094,17.296043395996094,17.296043395996094,17.296043395996094,0,0.0,0.0,0.0
2000-01-19 00:00:00-05:00,17.314043045043945,17.314043045043945,17.314043045043945,17.314043045043945,0,0.0,0.0,0.0
2000-01-20 00:00:00-05:00,17.590009689331055,17.590009689331055,17.590009689331055,17.590009689331055,0,0.0,0.0,0.0
2000-01-21 00:00:00-05:00,17.632003784179688,17.632003784179688,17.632003784179688,17.632003784179688,0,0.0,0.0,0.0
2000-01-24 00:00:00-05:00,17.266048431396484,17.266048431396484,17.266048431396484,17.266048431396484,0,0.0,0.0,0.0
2000-01-25 00:00:00-05:00,17.314043045043945,17.314043045043945,17.314043045043945,17.314043045043945,0,0.0,0.0,0.0
2000-01-26 00:00:00-05:00,17.164060592651367,17.164060592651367,17.164060592651367,17.164060592651367,0,0.0,0.0,0.0
